complex,simple,rulebased,t5small,bartbase,t5base_lora,bartlg_lora,best_sari
twelve percent of the world s land is currently protected in national parks and wildlife preserves while in comparison just about percent of the high seas is protected.,in contrast just about percent of the high seas is protected.,"Meanwhile, twelve percent of the world s land is currently protected in national parks and wildlife preserves . In comparison just about percent of the high seas is protected.",in comparison just about percent of the high seas is protected.,twelve percent of the world s land is currently protected in national parks and wildlife preserves.,twelve percent of the world s land is currently protected in national parks and wildlife preserves.,twelve percent of the world s land is currently protected in national parks and wildlife preserves.,22.344322344322347
twelve percent of the world s land is currently protected in national parks and wildlife preserves while in comparison just about percent of the high seas is protected.,but just about percent of the high seas is protected.,"Meanwhile, twelve percent of the world s land is currently protected in national parks and wildlife preserves . In comparison just about percent of the high seas is protected.",in comparison just about percent of the high seas is protected.,twelve percent of the world s land is currently protected in national parks and wildlife preserves.,twelve percent of the world s land is currently protected in national parks and wildlife preserves.,twelve percent of the world s land is currently protected in national parks and wildlife preserves.,19.75757575757576
the plan is to increase this number to percent by and eventually to percent an ambitious goal considering the huge strides in international cooperation that will be necessary.,the high seas plan is to increase this number to percent by and eventually to percent.,the plan is to increase this number to percent by and eventually to percent an ambitious goal considering the huge strides in international cooperation that will be necessary.,the plan is to increase this number to percent by and eventually to percent.,the plan is to increase this number to percent by and eventually to percent.,the plan is to increase this number to percent by and eventually to percent.,the plan is to increase this number to percent by and eventually to percent.,81.88405797101449
a recent report by the global ocean commission an international panel of heads of state government ministers and business leaders pinpoints lack of adequate governance as the crucial issue causing the demise of the high seas.,a recent report by the global ocean commission blamed the lack of adequate control for the dying off of the high seas.,a recent report by the global ocean commission an international panel of heads of state government ministers and business leaders pinpoints lack of adequate governance as the crucial issue causing the demise of the high seas.,a recent report by the global ocean commission highlights lack of proper governance as the key issue causing the demise of the high seas.,a recent report by the global ocean commission a group of heads of state government ministers and business leaders pinpoints lack of adequate governance as the key issue causing the demise of the high seas.,a recent report by the global ocean commission a group of heads of state government ministers and business leaders points to lack of proper governance as the key issue causing the demise of the high seas.,a recent report by the global ocean commission pinpoints lack of adequate governance as the main reason for the demise of the high seas.,33.83662408052652
according to the commission other problems include harmful fishing subsidies lack of tracking for fishing vessels little accountability for offshore oil and gas exploration and plastics pollution.,other problems include government support of deep sea fishing lack of tracking for fishing vessels offshore oil and gas exploration and plastics pollution.,according to the commission other problems include harmful fishing subsidies lack of tracking for fishing vessels little accountability for offshore oil and gas exploration and plastics pollution.,according to the commission other problems include harmful fishing subsidies and lack of tracking for fishing vessels.,there is little accountability for offshore oil and gas exploration and plastics pollution.,the commission also said other problems include harmful fishing subsidies lack of tracking for fishing vessels little accountability for offshore oil and gas exploration and plastics pollution.,according to the commission other problems include harmful fishing subsidies lack of tracking for fishing vessels little accountability for offshore oil and gas exploration and plastics pollution.,37.22943722943724
a lot of them are suffering from fish being depleted by high seas fishing fleets and distant water fleets particularly in west africa.,many of them are suffering economically because fish are being killed off by high seas fishing fleets.,a lot of them are suffering from fish being depleted by high seas fishing fleets and distant water fleets particularly in west africa.,a lot of them are suffering from fish being depleted by high seas fishing fleets and distant water fleets.,a lot of them are suffering from fish being depleted by high seas fishing fleets and distant water fleets particularly in west africa.,a lot of them are suffering from fish being depleted by high seas fishing fleets and distant water fleets.,a lot of them are suffering from fish being depleted by high seas fishing fleets and distant water fleets.,20.833333333333336
many of them are suffering economically particularly in west africa because too many fish are being killed off by high seas fishing fleets.,right now many of them are losing money.,Many of them are suffering economically particularly in west africa . Too many fish are being killed off by high seas fishing fleets.,many of them are suffering economically especially in west africa.,too many fish are being killed off by high seas fishing fleets.,many of them are suffering economically especially in west africa.,many of them are suffering economically particularly in west africa.,26.282051282051285
many of them are suffering economically because fish are being killed off by high seas fishing fleets.,right now many of them are losing money.,Many of them are suffering economically . Fish are being killed off by high seas fishing fleets.,fish are being killed off by high seas fishing fleets.,many of them are suffering economically because fish are being killed off by high seas fishing fleets.,many of them are suffering because fish are being killed off by high seas fishing fleets.,many of them are suffering economically because fish are being killed off by high seas fishing fleets.,13.333333333333334
the fear says matthew gianni co founder of the deep sea conservation coalition an environmental group that aims to save the high seas is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,the fear says matthew gianni co founder of the deep sea conservation coalition is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,The fear says matthew gianni co founder of the deep sea conservation coalition is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves. It was an environmental group that aims to save the high seas.,a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,he says the fear is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,the fear says matthew gianni co founder of the deep sea conservation coalition an environmental group that aims to save the high seas.,the fear says matthew gianni is that a complete closure may lead countries to expand their eezs they originally extended only kilometers and regulate themselves.,32.98199385155907
the fear says matthew gianni co founder of the deep sea conservation coalition an environmental group that aims to save the high seas is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,he fears a complete closure may lead countries to expand their coastal zones where they have exclusive rights to fish.,The fear says matthew gianni co founder of the deep sea conservation coalition is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves. It was an environmental group that aims to save the high seas.,a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,he says the fear is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,the fear says matthew gianni co founder of the deep sea conservation coalition an environmental group that aims to save the high seas.,the fear says matthew gianni is that a complete closure may lead countries to expand their eezs they originally extended only kilometers and regulate themselves.,47.4308300395257
the fear says matthew gianni co founder of the deep sea conservation coalition is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,he fears a complete closure may lead countries to expand their coastal zones where they have exclusive rights to fish.,the fear says matthew gianni co founder of the deep sea conservation coalition is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,the fear is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,the fear says matthew gianni co founder of the deep sea conservation coalition.,the fear says matthew gianni is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,53.71120107962214
the fear says matthew gianni co founder of the deep sea conservation coalition an environmental group that aims to save the high seas is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,he worries that a closure may lead countries to start fishing beyond their coastal waters.,The fear says matthew gianni co founder of the deep sea conservation coalition is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves. It was an environmental group that aims to save the high seas.,a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,he says the fear is that a complete closure may incite countries to expand their eezs they originally extended only kilometers and regulate themselves.,the fear says matthew gianni co founder of the deep sea conservation coalition an environmental group that aims to save the high seas.,the fear says matthew gianni is that a complete closure may lead countries to expand their eezs they originally extended only kilometers and regulate themselves.,44.68339307048985
the fear says matthew gianni co founder of the deep sea conservation coalition is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,he worries that a closure may lead countries to start fishing beyond their coastal waters.,the fear says matthew gianni co founder of the deep sea conservation coalition is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,the fear is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,the fear says matthew gianni co founder of the deep sea conservation coalition.,the fear says matthew gianni is that a complete closure may lead countries to fish beyond their coastal zones where they have exclusive rights to fish.,41.66666666666667
he fears a complete closure may lead countries to expand their coastal zones where they have exclusive rights to fish.,he worries that a closure may lead countries to start fishing beyond their coastal waters.,he fears a complete closure may lead countries to expand their coastal zones where they have exclusive rights to fish.,he fears a complete closure may lead countries to expand their coastal zones where they have exclusive rights to fish.,he fears a complete closure may lead countries to expand their coastal zones.,he fears a complete closure may lead countries to expand their coastal zones.,he fears a complete closure may lead countries to expand their coastal zones where they have exclusive rights to fish.,54.72370766488414
a study from the university of british columbia ubc proposed that closing the high seas would not only have ecological and economic benefits but social advantages as well.,earlier in february a study from the university of british columbia ubc suggested this would have ecological economic and social benefits.,a study from the university of british columbia ubc proposed that closing the high seas would not only have ecological and economic benefits but social advantages as well.,a study from the university of british columbia ubc proposed that closing the high seas would not only have ecological and economic benefits but also social advantages.,a study from the university of british columbia ubc proposed that closing the high seas would not only have ecological and economic benefits.,a study from the university of british columbia ubc suggested that closing the high seas would have social benefits as well.,a study from the university of british columbia ubc proposed that closing the high seas would not only have ecological and economic benefits but social advantages as well.,53.26755326755327
earlier in february a study from the university of british columbia ubc suggested this would have ecological economic and social benefits.,earlier in february the university of british columbia ubc released a report.,earlier in february a study from the university of british columbia ubc suggested this would have ecological economic and social benefits.,earlier in february a study from the university of british columbia ubc suggested this would have ecological benefits.,earlier in february a study suggested this would have ecological economic and social benefits.,earlier in february a study from the university of british columbia ubc suggested this would have ecological economic and social benefits.,earlier in february a study suggested this would have ecological economic and social benefits.,14.814814814814813
earlier in february a study from the university of british columbia ubc suggested this would have ecological economic and social benefits.,earlier in february the university of british columbia released a report.,earlier in february a study from the university of british columbia ubc suggested this would have ecological economic and social benefits.,earlier in february a study from the university of british columbia ubc suggested this would have ecological benefits.,earlier in february a study suggested this would have ecological economic and social benefits.,earlier in february a study from the university of british columbia ubc suggested this would have ecological economic and social benefits.,earlier in february a study suggested this would have ecological economic and social benefits.,18.611746758199846
they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,researchers found that closing the high seas would actually increase the amount of fish caught annually.,they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,they found that over percent of the world s fish are found in both and closing the high seas would cause an upsurge in the amount of fishes caught annually.,25.604886070002348
researchers found that closing the high seas would actually increase the amount of fish caught annually.,it found that closing the high seas would help countries catch more fish.,researchers found that closing the high seas would actually increase the amount of fish caught annually.,researchers found that closing the high seas would actually increase the amount of fish caught annually.,researchers found that closing the high seas would actually increase the amount of fish caught each year.,scientists found that closing the high seas would actually increase the amount of fish caught annually.,researchers found that closing the high seas would actually increase the amount of fish caught annually.,27.697262479871178
researchers found that closing the high seas would actually increase the amount of fish caught annually.,it found that closing the high seas would help many countries catch more fish.,researchers found that closing the high seas would actually increase the amount of fish caught annually.,researchers found that closing the high seas would actually increase the amount of fish caught annually.,researchers found that closing the high seas would actually increase the amount of fish caught each year.,scientists found that closing the high seas would actually increase the amount of fish caught annually.,researchers found that closing the high seas would actually increase the amount of fish caught annually.,27.697262479871178
they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,a greater number of countries could catch these fish within their coastal zones making the high seas the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,they found that over percent of the world s fish are found in both and closing the high seas would cause an upsurge in the amount of fishes caught annually.,56.1111111111111
they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,a greater number of countries would catch these fish within their coastal areas.,they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,they found that over percent of the world s fish are found in both and closing the high seas would cause an upsurge in the amount of fishes caught annually.,41.47727272727273
a greater number of countries could catch these fish within their coastal zones making the high seas the biggest savings account on the planet.,a greater number of countries would catch these fish within their coastal areas.,a greater number of countries could catch these fish within their coastal zones making the high seas the biggest savings account on the planet.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,62.301587301587304
they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,this would make the high seas the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,they found that over percent of the world s fish are found in both and closing the high seas would cause an upsurge in the amount of fishes caught annually.,41.47727272727273
a greater number of countries could catch these fish within their coastal zones making the high seas the biggest savings account on the planet.,this would make the high seas the biggest savings account on the planet.,a greater number of countries could catch these fish within their coastal zones making the high seas the biggest savings account on the planet.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,5.555555555555555
they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,the high seas would become the biggest savings account on the planet the report said.,they found that over percent exist in both and closing the high seas would cause an upsurge in the amount of fishes caught annually a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,a greater number of countries could access these fishes within their eezs and the high seas would become the biggest savings account on the planet.,they found that over percent exist in both and closing the high seas would cause an increase in the amount of fishes caught annually.,they found that over percent of the world s fish are found in both and closing the high seas would cause an upsurge in the amount of fishes caught annually.,41.47727272727273
a greater number of countries could catch these fish within their coastal zones making the high seas the biggest savings account on the planet.,the high seas would become the biggest savings account on the planet the report said.,a greater number of countries could catch these fish within their coastal zones making the high seas the biggest savings account on the planet.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,a greater number of countries could catch these fish within their coastal zones.,8.0
major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,countries like japan and south korea do a lot of high seas fishing.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,15.151515151515152
major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,they would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,major fishing nations such as japan and south korea would lose hundreds of millions of dollars each year.,21.33333333333333
if the implementing agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries because some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments helping ensure this health is maintained in the long run.,if the agreement is successfully negotiated there may be no need for closing down the high seas to fishing.,"The implementing agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries because some key areas would be set aside for marine protection and areas outside the mpas. In that case, would be subject to impact assessments helping ensure this health is maintained in the long run.",some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments.,some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments.,if the agreement is successful though there may be no need to close down the high seas to fisheries.,if the agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries.,24.285714285714285
if the implementing agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries because some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments helping ensure this health is maintained in the long run.,however there may be no need for closing down the high seas to fishing.,"The implementing agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries because some key areas would be set aside for marine protection and areas outside the mpas. In that case, would be subject to impact assessments helping ensure this health is maintained in the long run.",some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments.,some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments.,if the agreement is successful though there may be no need to close down the high seas to fisheries.,if the agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries.,29.941520467836252
if the agreement is successfully negotiated there may be no need for closing down the high seas to fisheries.,however there may be no need for closing down the high seas to fishing.,"The agreement is successfully negotiated. In that case, there may be no need for closing down the high seas to fisheries.",if the agreement is successful there may be no need for closing down the high seas to fisheries.,if the agreement is reached there may be no need for closing down the high seas.,if the agreement is successful there may be no need to close down the high seas to fisheries.,if the agreement is successfully negotiated there may be no need for closing down the high seas to fishing.,42.87317620650954
if the agreement is successfully negotiated there may be no need for closing down the high seas to fishing.,however there may be no need for closing down the high seas to fishing.,"The agreement is successfully negotiated. In that case, there may be no need for closing down the high seas to fishing.",if the agreement is successful there may be no need for closing down the high seas to fishing.,if the agreement is reached there may be no need for closing down the high seas to fishing.,if the agreement is successful there may be no need to close down the high seas to fishing.,if the agreement is successfully negotiated there may be no need for closing down the high seas to fishing.,47.93650793650794
if the agreement is successfully negotiated there may be no need for closing down the high seas to fisheries.,in the end there may be no need.,"The agreement is successfully negotiated. In that case, there may be no need for closing down the high seas to fisheries.",if the agreement is successful there may be no need for closing down the high seas to fisheries.,if the agreement is reached there may be no need for closing down the high seas.,if the agreement is successful there may be no need to close down the high seas to fisheries.,if the agreement is successfully negotiated there may be no need for closing down the high seas to fishing.,35.18518518518518
if the agreement is successfully negotiated there may be no need for closing down the high seas to fishing.,in the end there may be no need.,"The agreement is successfully negotiated. In that case, there may be no need for closing down the high seas to fishing.",if the agreement is successful there may be no need for closing down the high seas to fishing.,if the agreement is reached there may be no need for closing down the high seas to fishing.,if the agreement is successful there may be no need to close down the high seas to fishing.,if the agreement is successfully negotiated there may be no need for closing down the high seas to fishing.,24.04040404040404
if the implementing agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries because some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments helping ensure this health is maintained in the long run.,key areas would be set aside for marine protection while outside those areas the impact of fishing and drilling would be studied which would help ensure ocean health in the long run.,"The implementing agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries because some key areas would be set aside for marine protection and areas outside the mpas. In that case, would be subject to impact assessments helping ensure this health is maintained in the long run.",some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments.,some key areas would be set aside for marine protection and areas outside the mpas would be subject to impact assessments.,if the agreement is successful though there may be no need to close down the high seas to fisheries.,if the agreement is successfully negotiated though there may be no need for closing down the high seas to fisheries.,51.525054466230934
key areas would be set aside for marine protection while outside those areas the impact of fishing and drilling would be studied which would help ensure ocean health in the long run.,this is because some key areas would be set aside for marine protection.,Key areas would be set aside for marine protection while outside those areas the impact of fishing and drilling would be studied . It would help ensure ocean health in the long run.,outside those areas the impact of fishing and drilling would be studied.,outside those areas the impact of fishing and drilling would be studied.,key areas would be set aside for marine protection while outside those areas the impact of fishing and drilling would be studied.,outside those areas the impact of fishing and drilling would be studied which would help ensure ocean health in the long run.,30.952380952380953
i realize what we have lost says enric sala a national geographic society explorer in residence and co author of the ubc paper who dives in some of world s least touched waters.,i realize what we have lost says enric sala co author of the ubc paper and a deep sea diver.,I realize what we have lost says enric sala a national geographic society explorer in residence and co author of the ubc paper . It dives in some of world s least touched waters.,he is a national geographic society explorer in residence and co author of the ubc paper.,i realize what we have lost says explorer enric sala who dives in some of world s least touched waters.,i realize what we have lost says enric sala a national geographic society explorer in residence.,he dives in some of world s least touched waters.,28.68468468468468
i realize what we have lost says enric sala a national geographic society explorer in residence and co author of the ubc paper.,i realize what we have lost says enric sala co author of the ubc paper and a deep sea diver.,I realize what we have lost says enric sala . It was a national geographic society explorer in residence and co author of the ubc paper.,he is a national geographic society explorer in residence and co author of the ubc paper.,i realize what we have lost says explorer enric sala.,i realize what we have lost says enric sala a national geographic society explorer in residence.,he is a national geographic society explorer in residence and co author of the ubc paper.,39.56043956043956
i realize what we have lost says enric sala a national geographic society explorer in residence and co author of the ubc paper who dives in some of world s least touched waters.,the deep sea diver is a national geographic society explorer in residence and co author of the ubc paper.,I realize what we have lost says enric sala a national geographic society explorer in residence and co author of the ubc paper . It dives in some of world s least touched waters.,he is a national geographic society explorer in residence and co author of the ubc paper.,i realize what we have lost says explorer enric sala who dives in some of world s least touched waters.,i realize what we have lost says enric sala a national geographic society explorer in residence.,he dives in some of world s least touched waters.,8.359456635318706
i realize what we have lost says enric sala a national geographic society explorer in residence and co author of the ubc paper.,the deep sea diver is a national geographic society explorer in residence and co author of the ubc paper.,I realize what we have lost says enric sala . It was a national geographic society explorer in residence and co author of the ubc paper.,he is a national geographic society explorer in residence and co author of the ubc paper.,i realize what we have lost says explorer enric sala.,i realize what we have lost says enric sala a national geographic society explorer in residence.,he is a national geographic society explorer in residence and co author of the ubc paper.,5.676328502415458
north bethesda md. on a busy street in a well to do washington suburb is an unlikely piece of african american history.,north bethesda md. a suburban street outside washington d.c. is home to a piece of african american history.,north bethesda md. on a busy street in a well to do washington suburb is an unlikely piece of african american history.,north bethesda md. on a busy street in washington is an unlikely piece of african american history.,north bethesda md. on a busy street in a washington suburb is an unlikely piece of african american history.,north bethesda md. is a busy street in a well to do washington suburb.,north bethesda md. on a busy street in a well to do washington suburb is an unlikely piece of african american history.,37.92766373411534
the maryland site was once the home of josiah henson a slave on what was then a acre plantation who fled to canada in.,the farm was the home of josiah henson a slave who escaped and wrote the story of his life.,The maryland site was once the home of josiah henson a slave on what was then a acre plantation . It fled to canada in.,the maryland site was once the home of josiah henson.,the maryland site was once the home of josiah henson.,the maryland site was once the home of josiah henson a slave who fled to canada in.,the maryland site was once the home of josiah henson a slave who fled to canada in.,42.51851851851852
the house was once part of a plantation that was the home of josiah henson a slave who escaped to canada in and wrote the story of his life.,the farm was the home of josiah henson a slave who escaped and wrote the story of his life.,The house was once part of a plantation . That was the home of josiah henson a slave It escaped to canada in and wrote the story of his life.,the house was once part of a plantation that was the home of josiah henson.,the house was once part of a plantation that was the home of josiah henson.,the house was once part of a plantation that was the home of josiah henson a slave who escaped to canada in.,the house was once part of a plantation that was the home of josiah henson a slave who escaped to canada in and wrote the story of his life.,24.814814814814813
the house was once part of a plantation and it was the home of josiah henson a slave who escaped and wrote the story of his life.,the farm was the home of josiah henson a slave who escaped and wrote the story of his life.,The house was once part of a plantation and it was the home of josiah henson a slave . It escaped and wrote the story of his life.,the house was once part of a plantation and it was the home of josiah henson.,it was the home of josiah henson a slave who escaped and wrote the story of his life.,the house was once part of a plantation and it was the home of josiah henson a slave who escaped.,the house was once part of a plantation and it was the home of josiah henson a slave who escaped and wrote the story of his life.,61.887694145758665
the house was once part of a plantation that was the home of josiah henson a slave who escaped to canada in and wrote the story of his life.,henson and his family made it to canada where he opened a shelter for former slaves.,The house was once part of a plantation . That was the home of josiah henson a slave It escaped to canada in and wrote the story of his life.,the house was once part of a plantation that was the home of josiah henson.,the house was once part of a plantation that was the home of josiah henson.,the house was once part of a plantation that was the home of josiah henson a slave who escaped to canada in.,the house was once part of a plantation that was the home of josiah henson a slave who escaped to canada in and wrote the story of his life.,19.79565772669221
the house was once part of a plantation and it was the home of josiah henson a slave who escaped and wrote the story of his life.,henson and his family made it to canada where he opened a shelter for former slaves.,The house was once part of a plantation and it was the home of josiah henson a slave . It escaped and wrote the story of his life.,the house was once part of a plantation and it was the home of josiah henson.,it was the home of josiah henson a slave who escaped and wrote the story of his life.,the house was once part of a plantation and it was the home of josiah henson a slave who escaped.,the house was once part of a plantation and it was the home of josiah henson a slave who escaped and wrote the story of his life.,29.908103592314124
the farm was the home of josiah henson a slave who escaped and wrote the story of his life.,henson and his family made it to canada where he opened a shelter for former slaves.,The farm was the home of josiah henson a slave . It escaped and wrote the story of his life.,the farm was the home of josiah henson a slave who escaped.,he was a slave who escaped and wrote the story of his life.,the farm was the home of josiah henson a slave who escaped.,the farm was the home of josiah henson a slave who escaped and wrote the story of his life.,29.39291101055807
henry louis gates jr. a scholar in african american studies at harvard university who is well known to the american public for his pbs programs co authored the annotated uncle tom s cabin in.,in the annotated uncle tom s cabin took a second look at stowe s book.,Henry louis gates jr. a scholar in african american studies at harvard university co authored the annotated uncle tom s cabin in. It is well known to the american public for his pbs programs.,henry louis gates jr. is a scholar in african american studies at harvard university.,he is well known to the american public for his pbs programs.,he is well known to the american public for his pbs programs.,henry louis gates jr. is a scholar in african american studies at harvard university.,23.91534391534392
henry louis gates jr. a scholar in african american studies at harvard university who is well known to the american public for his pbs programs co authored the annotated uncle tom s cabin in.,in the annotated uncle tom s cabin took a second look.,Henry louis gates jr. a scholar in african american studies at harvard university co authored the annotated uncle tom s cabin in. It is well known to the american public for his pbs programs.,henry louis gates jr. is a scholar in african american studies at harvard university.,he is well known to the american public for his pbs programs.,he is well known to the american public for his pbs programs.,henry louis gates jr. is a scholar in african american studies at harvard university.,25.072463768115945
officials thought that the log cabin was there at the time henson lived and worked on the grounds from when he was years old to when his owner sent him to kentucky.,officials thought that the log cabin was there in henson s time.,Officials thought that the log cabin was there at the time henson lived. Worked on the grounds from when he was years old to when his owner sent him to kentucky.,officials thought that the log cabin was there at the time.,officials thought that the log cabin was there at the time henson lived and worked on the property.,officials thought that the log cabin was there at the time henson lived and worked on the grounds.,officials thought that the log cabin was there at the time henson lived and worked on the grounds from when he was years old to when his owner sent him to kentucky.,50.66666666666667
